package,owner,category,sub_category
Schemata,JockLawrie,File IO,Tabular Data
Xdmf,JuliaFEM,File IO,XDMF
EodDataTestXml,adriantorrie,File IO,XML
EzXML,JuliaIO,File IO,XML
LibExpat,JuliaIO,File IO,XML
LightXML,JuliaIO,File IO,XML
MusicXML,JuliaMusic,File IO,XML
MzXML,timholy,File IO,XML
SpimRegXML,bhoeckendorf,File IO,XML
XML,JuliaComputing,File IO,XML
XML2JSON,paulstey,File IO,XML
XMLconvert,bcbi,File IO,XML
XMLDict,JuliaCloud,File IO,XML
XMLRPC,sjkelly,File IO,XML
XmlToDict,elcritch,File IO,XML
Patchwork,shashi,File IO,HTML-XML
Arrow,ExpandingMan,File IO,Data Type
ASCIIByte,Elin-,File IO,Data Type
AutoFormat,yulijia,File IO,Data Type
BigRationals,Liozou,File IO,Data Type
CBOR,JuliaIO,File IO,Data Type
ChainedVectors,tanmaykm,File IO,Data Type
Codecs,BioJulia,File IO,Data Type
CustomUnitRanges,JuliaArrays,File IO,Data Type
DanaTypes,DANA-Laboratory,File IO,Data Type
DictViews,daviddelaat,File IO,Data Type
DotPlusInheritance,DANA-Laboratory,File IO,Data Type
FixedPointNumbers,JuliaMath,File IO,Data Type
FixedSizeStrings,JuliaComputing,File IO,Data Type
Format,JuliaString,File IO,Data Type
Formatting,JuliaIO,File IO,Data Type
FreeTypeAbstraction,JuliaGraphics,File IO,Data Type
FunctionalData,rened,File IO,Data Type
ImagineFormat,timholy,File IO,Data Type
jenks,scw,File IO,Data Type
LaTeXStrings,stevengj,File IO,Data Type
LHEF,JuliaHEP,File IO,Data Type
MonkeyString,malmaud,File IO,Data Type
MPFI,andrioni,File IO,Data Type
MutableStrings,tanmaykm,File IO,Data Type
MUtils,amitmurthy,File IO,Data Type
Netpbm,JuliaIO,File IO,Data Type
Parsers,JuliaData,File IO,Data Type
ResultTypes,iamed2,File IO,Data Type
ReTerms,dmbates,File IO,Data Type
Ratios,timholy,File IO,Data Type
RDF,JuliaPackageMirrors,File IO,Data Type
Scalar,sabjohnso,File IO,Data Type
Sexpr,vshesh,File IO,Data Type
ShortStrings,JuliaString,File IO,Data Type
SimpleStructs,pluskid,File IO,Data Type
StringDistances,matthieugomez,File IO,Data Type
StringLiterals,JuliaString,File IO,Data Type
StringUtils,ScottPJones,File IO,Data Type
TexExtensions,Keno,File IO,Data Type
TypeSortedCollections,tkoolen,File IO,Data Type
Units,timholy,File IO,Data Type
Unitful,PainterQubits,File IO,Data Type
VersionParsing,JuliaInterop,File IO,Data Type
WeakRefStrings,JuliaData,File IO,Data Type
YAML,JuliaData,File IO,Data Type
DictWrappers,iamed2,File IO,Composite Data Types
EMLTranslator,DANA-Laboratory,File IO,Composite Data Types
ExtractMacro,carlobaldassi,File IO,Composite Data Types
Modifyfield,StephenVavasis,File IO,Composite Data Types
ArbDecimals,JuliaArbTypes,File IO,Type Parameters
ArbFloats,JuliaArbTypes,File IO,Type Parameters
AutoTypeParameters,andrewcooke,File IO,Type Parameters
FileIO2,ma-laforge,File IO,Type Parameters
FreeType,JuliaGraphics,File IO,Type Parameters
FixedSizeDictionaries,SimonDanisch,File IO,Type Parameters
Parameters,mauro3,File IO,Type Parameters
StringInterpolation,EricForgy,File IO,Type Parameters
Strings,quinnj,File IO,Type Parameters
Traits,mauro3,File IO,Type Parameters
TupleTypes,mbauman,File IO,Type Parameters
TypeCheck,astrieanna,File IO,Type Parameters
Typeclass,jasonmorton,File IO,Type Parameters
TypedDelegation,JeffreySarnoff,File IO,Type Parameters
TypeGraph,johnmyleswhite,File IO,Type Parameters
ConfParser,JuliaIO,File IO,Document Processors
ExcelReaders,queryverse,File IO,Document Processors
JuliaReport,mpastell,File IO,Document Processors
Taro,aviks,File IO,Document Processors
Judo,dcjones,File IO,Document Generator
HelpTestbed,tshort,File IO,Document Generator
Publish,MichaelHatherly,File IO,Document Generator
Report,sveme,File IO,Document Generator
VerTeX,chakravala,File IO,Document Generator
Expr2LaTeX,oxinabox,File IO,LaTeX
LaTeX,rened,File IO,LaTeX
Latexify,korsbo,File IO,LaTeX
LatexPrint,scheinerman,File IO,LaTeX
LaTeXStrings,stevengj,File IO,LaTeX
LaTeXTools,jgoldfar,File IO,LaTeX
FileIO,JuliaIO,File IO,General IO
MapD,r3tex,File IO,General IO
SerialPorts,JuliaIO,File IO,General IO
StructIO,Keno,File IO,General IO
ULID,ararslan,File IO,General IO
AndorSIF,JuliaIO,File IO,Graphics Format
DICOM,JuliaHealth,File IO,Graphics Format
FITSIO,JuliaAstro,File IO,Graphics Format
ImageMagick,JuliaIO,File IO,Graphics Format
NIfTI,JuliaNeuroscience,File IO,Graphics Format
NRRD,JuliaIO,File IO,Graphics Format
Netpbm,JuliaIO,File IO,Graphics Format
OMETIFF,tlnagy,File IO,Graphics Format
QuartzImageIO,JuliaIO,File IO,Graphics Format
TIFF,rephorm,File IO,Graphics Format
VideoIO,JuliaIO,File IO,Graphics Format
HDF5,JuliaIO,File IO,Scientific Data Formats
HDF5Logger,tuckermcclure,File IO,Scientific Data Formats
JLD,JuliaIO,File IO,Scientific Data Formats
FIGlet,kdheepak,Graphics,Graphic Design
AAM,dfdx,Graphics,Computer Vision
Bezier,onecalfman,Graphics,Computer Vision
Blending,dejakaymac,Graphics,Computer Vision
Ccv,dhotson,Graphics,Computer Vision
Click,Matt5sean3,Graphics,Computer Vision
ColorBrewer,timothyrenner,Graphics,Computer Vision
Contour,JuliaGeometry,Graphics,Computer Vision
Curvelet,fundamental,Graphics,Computer Vision
CVCore,JuliaOpenCV,Graphics,Computer Vision
CVImgCodecs,JuliaOpenCV,Graphics,Computer Vision
CVImgProc,JuliaOpenCV,Graphics,Computer Vision
CVHighGUI,JuliaOpenCV,Graphics,Computer Vision
CVVideoIO,JuliaOpenCV,Graphics,Computer Vision
DelayedBuffer,jfsantos,Graphics,Computer Vision
DevIL,JuliaGL,Graphics,Computer Vision
DrakeVisualizer,rdeits,Graphics,Computer Vision
Draw3D,ssfrr,Graphics,Computer Vision
Drawing,andrewcooke,Graphics,Computer Vision
Fontconfig,JuliaGraphics,Graphics,Computer Vision
Ganja,chakravala,Graphics,Computer Vision
GLAbstraction,JuliaGL,Graphics,Computer Vision
GR,jheinen,Graphics,Computer Vision
HalideCall,timholy,Graphics,Computer Vision
ImageProjectiveGeometry,peterkovesi,Graphics,Computer Vision
ImageQuilting,JuliaEarth,Graphics,Computer Vision
Images,JuliaImages,Graphics,Computer Vision
ImageSegmentation,JuliaImages,Graphics,Computer Vision
ImageView,JuliaImages,Graphics,Computer Vision
ImplicitEquations,jverzani,Graphics,Computer Vision
Konthe,meggart,Graphics,Computer Vision
Layout,timholy,Graphics,Computer Vision
LeafAreaIndex,ETC-UA,Graphics,Computer Vision
LibOpenCV,JuliaOpenCV,Graphics,Computer Vision
LineExtraction,remusao,Graphics,Computer Vision
Luxor,JuliaGraphics,Graphics,Computer Vision
LuxRay,SimonDanisch,Graphics,Computer Vision
MeshSlicer,sjkelly,Graphics,Computer Vision
MeshIO,JuliaIO,Graphics,Computer Vision
MiniFB,aviks,Graphics,Computer Vision
ModernGL,JuliaGL,Graphics,Computer Vision
NetworkViz,abhijithanilkumar,Graphics,Computer Vision
OCV,Keno,Graphics,Computer Vision
Painter,andferrari,Graphics,Computer Vision
PerceptualColourMaps,peterkovesi,Graphics,Computer Vision
PGFPlotsX,KristofferC,Graphics,Computer Vision
Porta,iamazadi,Graphics,Computer Vision
Reel,shashi,Graphics,Computer Vision
ROMEO,korbinian90,Graphics,Computer Vision
Rsvg,lobingera,Graphics,Computer Vision
SchroedingersSmoke,SimonDanisch,Graphics,Computer Vision
SimpleDirectMediaLayer,JuliaMultimedia,Graphics,Computer Vision
seg2seg,intdxdt,Graphics,Computer Vision
ShaderToy,SimonDanisch,Graphics,Computer Vision
ShapeModels,rened,Graphics,Computer Vision
SixelGraphics,olofsen,Graphics,Computer Vision
Skia,dcjones,Graphics,Computer Vision
ThreeJS,rohitvarkey,Graphics,Computer Vision
TIFF,rephorm,Graphics,Computer Vision
VideoIO,JuliaIO,Graphics,Computer Vision
VisualRegressionTests,JuliaPlots,Graphics,Computer Vision
VLFeat,IHPSystems,Graphics,Computer Vision
WavefrontObj,JuliaIO,Graphics,Computer Vision
ImagesCore,JuliaImages,Graphics,2D Vector Graphics
Smile,sisl,Graphics,2D Vector Graphics
TikzGraphs,JuliaTeX,Graphics,2D Vector Graphics
TikzPictures,JuliaTeX,Graphics,2D Vector Graphics
ConstructiveSolidGeometry,jtramm,Graphics,3D
ImageCL,JuliaImages,Graphics,3D
GeometricalPredicates,JuliaGeometry,Mathematics,Computational Geometry
GeometryTypes,JuliaGeometry,Mathematics,Computational Geometry
Meshes,JuliaGeometry,Mathematics,Computational Geometry
OctTrees,JuliaGeometry,Mathematics,Computational Geometry
Orthotopes,JuliaGeometry,Mathematics,Computational Geometry
TetGen,JuliaGeometry,Mathematics,Computational Geometry
TriangleIntersect,JuliaGeometry,Mathematics,Computational Geometry
VoronoiCells,JuliaGeometry,Mathematics,Computational Geometry
VoronoiDelaunay,JuliaGeometry,Mathematics,Computational Geometry
ImageFiltering,JuliaImages,Graphics,Discrete Geometry
ImageMorphology,JuliaImages,Graphics,Discrete Geometry
LatticeVis,ffreyer,Graphics,Discrete Geometry
ArcadeLearningEnvironment,JuliaReinforcementLearning,Graphics,Games
AtariAlgos,JuliaML,Graphics,Games
eve,barcharcraz,Graphics,Games
Quake2,jayschwa,Graphics,Games
SFML,zyedidia,Graphics,Games
SpaceShooter,zyedidia,Graphics,Games
ImageFeatures,JuliaImages,Graphics,Feature Detection
ImageView,JuliaImages,Graphics,Image Processing
OpenCV,archit120,Graphics,Image Processing
OpenGL,rennis250,Graphics,Image Processing
TestImages,JuliaImages,Graphics,Image Processing
AnimatedPlots,zyedidia,Graphics,Infographics
AverageShiftedHistograms,joshday,Graphics,Infographics
BBVis,joehuchette,Graphics,Infographics
BlenderPlot,wookay,Graphics,Infographics
Cairo,JuliaGraphics,Graphics,Infographics
CData,ma-laforge,Graphics,Infographics
ColorTypes,JuliaGraphics,Graphics,Infographics
ColorVectorSpace,JuliaGraphics,Graphics,Infographics
ComposeVideo,arnim,Graphics,Infographics
DataVoyager,queryverse,Graphics,Infographics
DC,tawheeler,Graphics,Infographics
Displaz,c42f,Graphics,Infographics
GainPatterns,dressel,Graphics,Infographics
GainPatternsTex,dressel,Graphics,Infographics
GL,jayschwa,Graphics,Infographics
GLAbstraction,JuliaGL,Graphics,Infographics
GracePlot,ma-laforge,Graphics,Infographics
GraphCentrality,sbromberger,Graphics,Infographics
GraphPlot,JuliaGraphs,Graphics,Infographics
GraphVisualize,JuliaGraphs,Graphics,Infographics
GraphViz,JuliaGraphs,Graphics,Infographics
Healpix,ziotom78,Graphics,Infographics
Histograms,jpata,Graphics,Infographics
Immerse,JuliaGraphics,Graphics,Infographics
Lumira,sbcd90,Graphics,Infographics
MinMaxFilter,codles,Graphics,Infographics
Plots,JuliaPlots,Graphics,Infographics
PlotRecipes,JuliaPlots,Graphics,Infographics
PlotThemes,JuliaPlots,Graphics,Infographics
RasterIO,wkearn,Graphics,Infographics
RecipesBase,JuliaPlots,Graphics,Infographics
VennDiagrams,binarybana,Graphics,Infographics
VennEuler,HarlanH,Graphics,Infographics
VGPlot,johnmyleswhite,Graphics,Infographics
VTK,timholy,Graphics,Infographics
Bokeh,cjdoris,Graphics,Graphical Plotting
CMPlot,g-insana,Graphics,Graphical Plotting
FalseColor,ojwoodford,Graphics,Graphical Plotting
Gaston,mbaz,Graphics,Graphical Plotting
GLPlot,SimonDanisch,Graphics,Graphical Plotting
GLFW,JuliaGL,Graphics,Graphical Plotting
GLVisualize,JuliaGL,Graphics,Graphical Plotting
GMT,GenericMappingTools,Graphics,Graphical Plotting
GoogleCharts,jverzani,Graphics,Graphical Plotting
PGFPlots,JuliaTeX,Graphics,Graphical Plotting
Plotly,plotly,Graphics,Graphical Plotting
PlotlyBase,sglyon,Graphics,Graphical Plotting
PlotRecipes,JuliaPlots,Graphics,Graphical Plotting
PlotUtils,JuliaPlots,Graphics,Graphical Plotting
PLplot,wildart,Graphics,Graphical Plotting
PyPlot,JuliaPy,Graphics,Graphical Plotting
Qwt,tbreloff,Graphics,Graphical Plotting
RecipesBase,JuliaPlots,Graphics,Graphical Plotting
Sparrow,rennis250,Graphics,Graphical Plotting
StatPlots,JuliaPlots,Graphics,Graphical Plotting
Vega,queryverse,Graphics,Graphical Plotting
VegaLite,queryverse,Graphics,Graphical Plotting
Visualizer,grero,Graphics,Graphical Plotting
Vulkan,JuliaGPU,Graphics,Graphical Plotting
Winston,JuliaGraphics,Graphics,Graphical Plotting
YT,jzuhone,Graphics,Graphical Plotting
ASCIIPlots,johnmyleswhite,Graphics,Non-Graphical Plotting
ImageTerm,meggart,Graphics,Non-Graphical Plotting
Makie,MakieOrg,Graphics,Non-Graphical Plotting
Sparklines,mbauman,Graphics,Non-Graphical Plotting
TextPlots,sunetos,Graphics,Non-Graphical Plotting
UnicodePlots,JuliaPlots,Graphics,Non-Graphical Plotting
Alazar,ajkeller34,Machines,
MicrochipRTDM,cstook,Machines,
DIDebug,Keno,Machines,Architectures
FastFieldSolversHelper,MichaelHatherly,Machines,Architectures
Vectorize,rprechelt,Machines,Architectures
ZenFab,FactoryOS,Machines,Architectures
FTD2XX,cstook,Machines,FTDI
RdRand,SamChill,Machines,Intel
NIDAQ,JaneliaSciComp,Machines,National Instruments
Instruments,BBN-Q,Machines,
VISA,ajkeller34,Machines,
AudioIO,ssfrr,Machines,Audio-Video
AV,kmsquire,Machines,Audio-Video
Bebop,zhemao,Machines,Audio-Video
FLAC,JuliaIO,Machines,Audio-Video
LibSndFile,JuliaAudio,Machines,Audio-Video
MP3,JuliaAudio,Machines,Audio-Video
Nextion,scls19fr,Machines,Audio-Video
Opus,staticfloat,Machines,Audio-Video
OSC,fundamental,Machines,Audio-Video
PortAudio,JuliaAudio,Machines,Audio-Video
Radio,JayKickliter,Machines,Audio-Video
Rasim,maemre,Machines,Audio-Video
RingBuffers,JuliaAudio,Machines,Audio-Video
SampledSignals,JuliaAudio,Machines,Audio-Video
SampleTypes,JuliaAudio,Machines,Audio-Video
Sound,JeffFessler,Machines,Audio-Video
Tablo,dmbates,Machines,Audio-Video
MakiBot,SimonDanisch,Machines,Bots
Q,enlnt,Machines,Bots
Devices,ajkeller34,Machines,CAD-CAM
Gcode,sjkelly,Machines,CAD-CAM
LTspice,cstook,Machines,CAD-CAM
TinyG,sjkelly,Machines,Embedded Systems
Arduino,ihnorton,Machines,Microcontrollers
PiGPIO,JuliaBerry,Machines,Microcontrollers
FPTControl,krisztiankosi,Machines,Robots
MotionCaptureJointCalibration,JuliaRobotics,Machines,Robots
RigidBodyDynamics,JuliaRobotics,Machines,Robots
Robotics,cdsousa,Machines,Robots
RobotOS,jdlangs,Machines,Robots
Taste,jiahao,Machines,Touch Screen
BlockCipherSelfStudy,andrewcooke,Mathematics,Cryptography
Crypto,danielsuo,Mathematics,Cryptography
FNVHash,ancapdev,Mathematics,Cryptography
Hashlib,samgre,Mathematics,Cryptography
MbedTLS,JuliaLang,Mathematics,Cryptography
MD5,JuliaCrypto,Mathematics,Cryptography
Nettle,JuliaCrypto,Mathematics,Cryptography
OpenSSL,JuliaWeb,Mathematics,Cryptography
OpenSSLCrypto,amitmurthy,Mathematics,Cryptography
RNGTest,JuliaRandom,Mathematics,Cryptography
SHA,JuliaCrypto,Mathematics,Cryptography
Sha256,mad4alcohol,Mathematics,Cryptography
Stupid,andrewcooke,Mathematics,Cryptography
ToyFHE,JuliaComputing,Mathematics,Cryptography
VML,JuliaMath,Mathematics,Cryptography
VSL,JuliaRandom,Mathematics,Cryptography
Coin,danielsuo,Mathematics,Cryptocurrency
ApApproximation,dprn,Mathematics,Math
BasisFunctions,JuliaApproximation,Mathematics,Math
Bijections,scheinerman,Mathematics,Math
Cartesian,timholy,Mathematics,Math
CRF,slyrz,Mathematics,Math
CellularAutomata,MartinuzziFrancesco,Mathematics,Math
ContinuedFractions,jwscook,Mathematics,Math
Devectorize,lindahua,Mathematics,Math
Entropy,grero,Mathematics,Math
EntropicCone,blegat,Mathematics,Math
Equations,jhlq,Mathematics,Math
ExtremeValueDistributions,sammorris81,Mathematics,Math
FastGauss,ajt60gaibb,Mathematics,Math
FloorLayout,joehuchette,Mathematics,Math
FrameFuns,daanhb,Mathematics,Math
GSL,JuliaMath,Mathematics,Math
Hecke,thofma,Mathematics,Math
Hexagons,GiovineItalia,Mathematics,Math
MTH229,mth229,Mathematics,Math
MathToolkit,baruchel,Mathematics,Math
Measurements,JuliaPhysics,Mathematics,Math
Measures,JuliaGraphics,Mathematics,Math
MPFR,andrioni,Mathematics,Math
Multicombinations,jlep,Mathematics,Math
NaNMath,JuliaMath,Mathematics,Math
NLreg,dmbates,Mathematics,Math
NLsolve,JuliaNLSolvers,Mathematics,Math
nrmm,juho-lee,Mathematics,Math
OEIS,MurrayT,Mathematics,Math
OpenSpecFun,ararslan,Mathematics,Math
Quat,forio,Mathematics,Math
quaternion,peakbook,Mathematics,Math
Shannon,kzahedi,Mathematics,Math
SimilarityMetrics,johnmyleswhite,Mathematics,Math
SymPy,JuliaPy,Mathematics,Math
TSne,lejon,Mathematics,Math
TwoBasedIndexing,simonster,Mathematics,Math
Uncertain,rephorm,Mathematics,Math
univariate_opt,matthewclegg,Mathematics,Math
Unums,tbreloff,Mathematics,Math
UnumTests,goedman,Mathematics,Math
Calc,tshort,Mathematics,Computer Arithmetic
DeepConvert,jlapeyre,Mathematics,Computer Arithmetic
ErrorfreeArithmetic,JeffreySarnoff,Mathematics,Computer Arithmetic
ArbFloats,JuliaArbTypes,Mathematics,Floating Point
ArbIntervals,Jeffrey-Sarnoff,Mathematics,Floating Point
BFloat16s,JuliaMath,Mathematics,Floating Point
DecFP,JuliaMath,Mathematics,Floating Point
Decimals,JuliaMath,Mathematics,Floating Point
DoubDouble,J-Sarnoff,Mathematics,Floating Point
DoubleDouble,simonbyrne,Mathematics,Floating Point
ErrorFreeTransforms,dsiem,Mathematics,Floating Point
FastRounding,JeffreySarnoff,Mathematics,Floating Point
FlexFloat,J-Sarnoff,Mathematics,Floating Point
FloatFloats,Jeffrey-Sarnoff,Mathematics,Floating Point
Floats512,J-Sarnoff,Mathematics,Floating Point
Floats1024,J-Sarnoff,Mathematics,Floating Point
FloatHigher,J-Sarnoff,Mathematics,Floating Point
HigherPrecision,saschatimme,Mathematics,Floating Point
IEEEFloat16,vchuravy,Mathematics,Floating Point
Ryu,quinnj,Mathematics,Floating Point
UnumX,JuliaComputing,Mathematics,Floating Point
ValidatedNumerics,JuliaIntervals,Mathematics,Floating Point
Mimi,mimiframework,Mathematics,Modelling
OptiMimi,jrising,Mathematics,Modelling
AMVW,andreasnoackjensen,Mathematics,Algebra
Clockwork,malmaud,Mathematics,Algebra
Cuhre,tflovorn,Mathematics,Algebra
Digits,greenflash1357,Mathematics,Algebra
FirstOrderLogic,TotalVerb,Mathematics,Algebra
Juniper,lanl-ansi,Mathematics,Algebra
Lifts,scheinerman,Mathematics,Algebra
Mods,scheinerman,Mathematics,Algebra
OrderedCollections,JuliaCollections,Mathematics,Algebra
PolynomialRoots,giordano,Mathematics,Algebra
QNaN,J-Sarnoff,Mathematics,Algebra
Remez,simonbyrne,Mathematics,Algebra
SemiringAlgebra,ViralBShah,Mathematics,Algebra
BitCircuits,um-tech-evolution,Mathematics,Boolean Algebra
ShowSet,scheinerman,Mathematics,Boolean Algebra
NamedTuples,JuliaData,Mathematics,Set Theory
ApproXD,floswald,Mathematics,Numerical Analysis
AMD,JuliaSmoothOptimizers,Mathematics,Numerical Analysis
Dopri,helgee,Mathematics,Numerical Analysis
Dualization,jump-dev,Mathematics,Numerical Analysis
EiSCor,andreasnoack,Mathematics,Numerical Analysis
Expokit,acroy,Mathematics,Numerical Analysis
FastGaussQuadrature,JuliaApproximation,Mathematics,Numerical Analysis
FastTransforms,JuliaApproximation,Mathematics,Numerical Analysis
Grid,timholy,Mathematics,Numerical Analysis
GridInterpolations,sisl,Mathematics,Numerical Analysis
InplaceOps,simonbyrne,Mathematics,Numerical Analysis
Interpolations,JuliaMath,Mathematics,Numerical Analysis
LinearExpressions,cdsousa,Mathematics,Numerical Analysis
LinearMaps,JuliaLinearAlgebra,Mathematics,Numerical Analysis
LowRankApprox,JuliaLinearAlgebra,Mathematics,Numerical Analysis
RandomMatrices,JuliaMath,Mathematics,Numerical Analysis
RollingFunctions,JeffreySarnoff,Mathematics,Numerical Analysis
KNITRO,jump-dev,Mathematics,Numerical Analysis
PiecewiseInterpolation,gwater,Mathematics,Numerical Analysis
Simplices,JuliaDynamics,Mathematics,Numerical Analysis
Sobol,stevengj,Mathematics,Numerical Analysis
SortedVectors,tpapp,Mathematics,Numerical Analysis
DirectSum,chakravala,Mathematics,Linear Algebra
Divergences,gragusa,Mathematics,Linear Algebra
OpenCLBLAS,mikhail-j,Mathematics,Linear Algebra
SugarBLAS,lopezm94,Mathematics,Linear Algebra
CUSPARSE,kshyatt,Mathematics,Linear Algebra
CUSOLVER,kshyatt,Mathematics,Linear Algebra
HYPRE,fredrikekre,Mathematics,Linear Algebra
IDRsSolver,mschauer,Mathematics,Linear Algebra
Krylov,JuliaSmoothOptimizers,Mathematics,Linear Algebra
KrylovSolvers,cfbaptista,Mathematics,Linear Algebra
LinearAlgebra,andreasnoack,Mathematics,Linear Algebra
LinearMaps,JuliaLinearAlgebra,Mathematics,Linear Algebra
LDA,remusao,Mathematics,Linear Algebra
LLLplus,christianpeel,Mathematics,Linear Algebra
LMCLUS,wildart,Mathematics,Linear Algebra
MKL,JuliaLinearAlgebra,Mathematics,Linear Algebra
MUMPS1,dmbates,Mathematics,Linear Algebra
PolarFa,weijianzhang,Mathematics,Linear Algebra
SALT,xdavidliu,Mathematics,Linear Algebra
SuperLU,kyungminlee,Mathematics,Linear Algebra
Transducers,JuliaFolds,Mathematics,Linear Algebra
ArrayInterface,JuliaArrays,Mathematics,Matrix Theory
ArrayIteration,timholy,Mathematics,Matrix Theory
ArrayMeta,shashi,Mathematics,Matrix Theory
ArrayViews,JuliaArrays,Mathematics,Matrix Theory
ArrayViewsAPL,timholy,Mathematics,Matrix Theory
AxisAlgorithms,timholy,Mathematics,Matrix Theory
AxisArrays,JuliaArrays,Mathematics,Matrix Theory
BandedMatrices,JuliaLinearAlgebra,Mathematics,Matrix Theory
CatIndices,JuliaArrays,Mathematics,Matrix Theory
CategoricalArrays,JuliaData,Mathematics,Matrix Theory
ChunkedArrays,ChrisRackauckas,Mathematics,Matrix Theory
ConvolutionTools,gwater,Mathematics,Matrix Theory
EndpointRanges,JuliaArrays,Mathematics,Matrix Theory
FArrayMod,alsam,Mathematics,Matrix Theory
HMat,YingzhouLi,Mathematics,Matrix Theory
ImmutableArrays,twadleigh,Mathematics,Matrix Theory
IndexedArrays,garrison,Mathematics,Matrix Theory
IndirectArrays,JuliaArrays,Mathematics,Matrix Theory
InfiniteArrays,JuliaArrays,Mathematics,Matrix Theory
InplaceOps,simonbyrne,Mathematics,Matrix Theory
JudyDicts,tanmaykm,Mathematics,Matrix Theory
Kronecker,MichielStock,Mathematics,Matrix Theory
KSVD,IshitaTakeshi,Mathematics,Matrix Theory
LargeColumns,tpapp,Mathematics,Matrix Theory
LazyArrays,JuliaArrays,Mathematics,Matrix Theory
MappedArrays,JuliaArrays,Mathematics,Matrix Theory
MatrixDepot,JuliaLinearAlgebra,Mathematics,Matrix Theory
NamedArrays,davidavdav,Mathematics,Matrix Theory
NamedAxesArrays,timholy,Mathematics,Matrix Theory
NamedTuples,JuliaData,Mathematics,Matrix Theory
NonuniformArray,ReidAtcheson,Mathematics,Matrix Theory
PaddedViews,JuliaArrays,Mathematics,Matrix Theory
Pseudospectra,RalphAS,Mathematics,Matrix Theory
QuasiArrays,JuliaApproximation,Mathematics,Matrix Theory
RandomBandedMatrices,dlfivefifty,Mathematics,Matrix Theory
Ranges,mkitti,Mathematics,Matrix Theory
RangeArrays,JuliaArrays,Mathematics,Matrix Theory
RecursiveArrayTools,SciML,Mathematics,Matrix Theory
RingArrays,invenia,Mathematics,Matrix Theory
Rotations,JuliaGeometry,Mathematics,Matrix Theory
ShiftedArrays,JuliaArrays,Mathematics,Matrix Theory
Showoff,JuliaGraphics,Mathematics,Matrix Theory
StructArrays,JuliaArrays,Mathematics,Matrix Theory
StructsOfArrays,simonster,Mathematics,Matrix Theory
SoArrays,simonster,Mathematics,Matrix Theory
StaticArrays,JuliaArrays,Mathematics,Matrix Theory
StrideArrays,JuliaSIMD,Mathematics,Matrix Theory
Strided,Jutho,Mathematics,Matrix Theory
SuffixArrays,JuliaCollections,Mathematics,Matrix Theory
SymDict,samoconnor,Mathematics,Matrix Theory
TimeArrays,milktrader,Mathematics,Matrix Theory
WoodburyMatrices,timholy,Mathematics,Matrix Theory
CSparse,dmbates,Mathematics,Sparse Matrices
HarwellRutherfordBoeing,JuliaSparse,Mathematics,Sparse Matrices
JSparse,dmbates,Mathematics,Sparse Matrices
MatrixMarket,JuliaSparse,Mathematics,Sparse Matrices
Meshpart,JuliaSparse,Mathematics,Sparse Matrices
Metis,JuliaSparse,Mathematics,Sparse Matrices
MKLSparse,JuliaSparse,Mathematics,Sparse Matrices
Multifrontal,weijianzhang,Mathematics,Sparse Matrices
MultiFrontalCholesky,JuliaSparse,Mathematics,Sparse Matrices
MUMPS,JuliaSmoothOptimizers,Mathematics,Sparse Matrices
MUMPSseq,JuliaSparse,Mathematics,Sparse Matrices
ParallelSparseMatMul,madeleineudell,Mathematics,Sparse Matrices
Pardiso,JuliaSparse,Mathematics,Sparse Matrices
PETSc,JuliaParallel,Mathematics,Sparse Matrices
SparseData,lindahua,Mathematics,Sparse Matrices
SparseFactorModels,matthieugomez,Mathematics,Sparse Matrices
SparseGrids,robertdj,Mathematics,Sparse Matrices
SparseVectors,JuliaSparse,Mathematics,Sparse Matrices
SparseVectorMatrix,pranavtbhat,Mathematics,Sparse Matrices
WSMP,JuliaSparse,Mathematics,Sparse Matrices
Accelereval,lindahua,Mathematics,Numerical Linear Algebra
BSplines,sostock,Mathematics,Numerical Linear Algebra
Cuba,giordano,Mathematics,Numerical Linear Algebra
Elemental,JuliaParallel,Mathematics,Numerical Linear Algebra
FEMBasis,JuliaFEM,Mathematics,Numerical Linear Algebra
IncrementalSVD,aaw,Mathematics,Numerical Linear Algebra
InteriorPoint,IainNZ,Mathematics,Numerical Linear Algebra
IterativeLinearSolvers,andreasnoackjensen,Mathematics,Numerical Linear Algebra
IterativeSolvers,JuliaLinearAlgebra,Mathematics,Numerical Linear Algebra
JuliaFEM,JuliaFEM,Mathematics,Numerical Linear Algebra
MiniBall,JuliaFEM,Mathematics,Numerical Linear Algebra
NumericalShadow,pgawron,Mathematics,Numerical Linear Algebra
NumericExtensions,lindahua,Mathematics,Numerical Linear Algebra
NumericFuns,lindahua,Mathematics,Numerical Linear Algebra
NumericFunctors,lindahua,Mathematics,Numerical Linear Algebra
ParallelLinalg,intirb,Mathematics,Numerical Linear Algebra
